Geohash,GeohashBounds,Latitude_SW,Longitude_SW,Latitude_NE,Longitude_NE,Location,Latitude,Longitude,City,County,State,Country,ISO_3166_2,SeverityScore,IncidentsTotal,UpdateDate,Version
dpz9h25,"POLYGON((-79.2622375488281 43.76953125, -79.2608642578125 43.76953125, -79.2608642578125 43.7709045410156, -79.2622375488281 43.7709045410156, -79.2622375488281 43.76953125))",43.77,-79.262,43.771,-79.261,POINT(-79.26142 43.77018),43.77,-79.261,Toronto,,Ontario,Canada,CA-ON,0.013,15,2022-02-02,5.1
dpz3p8j,"POLYGON((-79.4682312011719 43.76953125, -79.4668579101562 43.76953125, -79.4668579101562 43.7709045410156, -79.4682312011719 43.7709045410156, -79.4682312011719 43.76953125))",43.77,-79.468,43.771,-79.467,POINT(-79.46721 43.77007),43.77,-79.467,Toronto,,Ontario,Canada,CA-ON,0.02,12,2022-02-02,5.1
dpz95bp,"POLYGON((-79.2787170410156 43.76953125, -79.27734375 43.76953125, -79.27734375 43.7709045410156, -79.2787170410156 43.7709045410156, -79.2787170410156 43.76953125))",43.77,-79.279,43.771,-79.277,POINT(-79.27763 43.77066),43.771,-79.278,Toronto,,Ontario,Canada,CA-ON,0.064,60,2022-02-02,5.1
dpz3jbh,"POLYGON((-79.5465087890625 43.76953125, -79.5451354980469 43.76953125, -79.5451354980469 43.7709045410156, -79.5465087890625 43.7709045410156, -79.5465087890625 43.76953125))",43.77,-79.547,43.771,-79.545,POINT(-79.54595 43.77034),43.77,-79.546,Toronto,,Ontario,Canada,CA-ON,0.018,24,2022-02-02,5.1
dpz8g35,"POLYGON((-79.3061828613281 43.7310791015625, -79.3048095703125 43.7310791015625, -79.3048095703125 43.7324523925781, -79.3061828613281 43.7324523925781, -79.3061828613281 43.7310791015625))",43.731,-79.306,43.732,-79.305,POINT(-79.30567 43.73194),43.732,-79.306,Toronto,,Ontario,Canada,CA-ON,0.195,131,2022-02-02,5.1
dpz8fc0,"POLYGON((-79.332275390625 43.7310791015625, -79.3309020996094 43.7310791015625, -79.3309020996094 43.7324523925781, -79.332275390625 43.7324523925781, -79.332275390625 43.7310791015625))",43.731,-79.332,43.732,-79.331,POINT(-79.33104 43.73202),43.732,-79.331,Toronto,,Ontario,Canada,CA-ON,0.003,13,2022-02-02,5.1
dpz8u1h,"POLYGON((-79.2718505859375 43.7310791015625, -79.2704772949219 43.7310791015625, -79.2704772949219 43.7324523925781, -79.2718505859375 43.7324523925781, -79.2718505859375 43.7310791015625))",43.731,-79.272,43.732,-79.27,POINT(-79.27095 43.73168),43.732,-79.271,Toronto,,Ontario,Canada,CA-ON,0.024,3,2022-02-02,5.1
dpz8b10,"POLYGON((-79.453125 43.7310791015625, -79.4517517089844 43.7310791015625, -79.4517517089844 43.7324523925781, -79.453125 43.7324523925781, -79.453125 43.7310791015625))",43.731,-79.453,43.732,-79.452,POINT(-79.45195 43.73225),43.732,-79.452,Toronto,,Ontario,Canada,CA-ON,0.021,3,2022-02-02,5.1
dpz8b30,"POLYGON((-79.442138671875 43.7310791015625, -79.4407653808594 43.7310791015625, -79.4407653808594 43.7324523925781, -79.442138671875 43.7324523925781, -79.442138671875 43.7310791015625))",43.731,-79.442,43.732,-79.441,POINT(-79.44149 43.73173),43.732,-79.441,Toronto,,Ontario,Canada,CA-ON,0.006,97,2022-02-02,5.1
dpz2u11,"POLYGON((-79.6275329589844 43.7310791015625, -79.6261596679688 43.7310791015625, -79.6261596679688 43.7324523925781, -79.6275329589844 43.7324523925781, -79.6275329589844 43.7310791015625))",43.731,-79.628,43.732,-79.626,POINT(-79.62652 43.73155),43.732,-79.627,Toronto,,Ontario,Canada,CA-ON,0.003,13,2022-02-02,5.1
dpz8b1p,"POLYGON((-79.4435119628906 43.7310791015625, -79.442138671875 43.7310791015625, -79.442138671875 43.7324523925781, -79.4435119628906 43.7324523925781, -79.4435119628906 43.7310791015625))",43.731,-79.444,43.732,-79.442,POINT(-79.44267 43.73164),43.732,-79.443,Toronto,,Ontario,Canada,CA-ON,0.001,12,2022-02-02,5.1
dpz8b31,"POLYGON((-79.4407653808594 43.7310791015625, -79.4393920898438 43.7310791015625, -79.4393920898438 43.7324523925781, -79.4407653808594 43.7324523925781, -79.4407653808594 43.7310791015625))",43.731,-79.441,43.732,-79.439,POINT(-79.44014 43.73204),43.732,-79.44,Toronto,,Ontario,Canada,CA-ON,0.007,86,2022-02-02,5.1
dpz8bc0,"POLYGON((-79.420166015625 43.7310791015625, -79.4187927246094 43.7310791015625, -79.4187927246094 43.7324523925781, -79.420166015625 43.7324523925781, -79.420166015625 43.7310791015625))",43.731,-79.42,43.732,-79.419,POINT(-79.41936 43.7323),43.732,-79.419,Toronto,,Ontario,Canada,CA-ON,0.008,3,2022-02-02,5.1
dpz2zch,"POLYGON((-79.4586181640625 43.7310791015625, -79.4572448730469 43.7310791015625, -79.4572448730469 43.7324523925781, -79.4586181640625 43.7324523925781, -79.4586181640625 43.7310791015625))",43.731,-79.459,43.732,-79.457,POINT(-79.45808 43.73193),43.732,-79.458,Toronto,,Ontario,Canada,CA-ON,0.023,17,2022-02-02,5.1
dpz8u1n,"POLYGON((-79.2691040039062 43.7310791015625, -79.2677307128906 43.7310791015625, -79.2677307128906 43.7324523925781, -79.2691040039062 43.7324523925781, -79.2691040039062 43.7310791015625))",43.731,-79.269,43.732,-79.268,POINT(-79.26813 43.73206),43.732,-79.268,Toronto,,Ontario,Canada,CA-ON,0.038,33,2022-02-02,5.1
dpz2y35,"POLYGON((-79.5259094238281 43.7310791015625, -79.5245361328125 43.7310791015625, -79.5245361328125 43.7324523925781, -79.5259094238281 43.7324523925781, -79.5259094238281 43.7310791015625))",43.731,-79.526,43.732,-79.525,POINT(-79.5254 43.73179),43.732,-79.525,Toronto,,Ontario,Canada,CA-ON,0.005,26,2022-02-02,5.1
dpz8c15,"POLYGON((-79.4050598144531 43.7310791015625, -79.4036865234375 43.7310791015625, -79.4036865234375 43.7324523925781, -79.4050598144531 43.7324523925781, -79.4050598144531 43.7310791015625))",43.731,-79.405,43.732,-79.404,POINT(-79.40397 43.73166),43.732,-79.404,Toronto,,Ontario,Canada,CA-ON,0.008,3,2022-02-02,5.1
dpz2y14,"POLYGON((-79.5382690429688 43.7310791015625, -79.5368957519531 43.7310791015625, -79.5368957519531 43.7324523925781, -79.5382690429688 43.7324523925781, -79.5382690429688 43.7310791015625))",43.731,-79.538,43.732,-79.537,POINT(-79.53753 43.73178),43.732,-79.538,Toronto,,Ontario,Canada,CA-ON,0.014,19,2022-02-02,5.1
dpz2u95,"POLYGON((-79.6028137207031 43.7310791015625, -79.6014404296875 43.7310791015625, -79.6014404296875 43.7324523925781, -79.6028137207031 43.7324523925781, -79.6028137207031 43.7310791015625))",43.731,-79.603,43.732,-79.601,POINT(-79.602 43.73199),43.732,-79.602,Toronto,,Ontario,Canada,CA-ON,0.004,3,2022-02-02,5.1
dpz8b3n,"POLYGON((-79.4338989257812 43.7310791015625, -79.4325256347656 43.7310791015625, -79.4325256347656 43.7324523925781, -79.4338989257812 43.7324523925781, -79.4338989257812 43.7310791015625))",43.731,-79.434,43.732,-79.433,POINT(-79.43268 43.73193),43.732,-79.433,Toronto,,Ontario,Canada,CA-ON,0.013,3,2022-02-02,5.1
dpz8fc1,"POLYGON((-79.3309020996094 43.7310791015625, -79.3295288085938 43.7310791015625, -79.3295288085938 43.7324523925781, -79.3309020996094 43.7324523925781, -79.3309020996094 43.7310791015625))",43.731,-79.331,43.732,-79.33,POINT(-79.33079 43.73148),43.731,-79.331,Toronto,,Ontario,Canada,CA-ON,0.004,9,2022-02-02,5.1
dpz8g9p,"POLYGON((-79.2897033691406 43.7310791015625, -79.288330078125 43.7310791015625, -79.288330078125 43.7324523925781, -79.2897033691406 43.7324523925781, -79.2897033691406 43.7310791015625))",43.731,-79.29,43.732,-79.288,POINT(-79.28915 43.73175),43.732,-79.289,Toronto,,Ontario,Canada,CA-ON,0.008,3,2022-02-02,5.1
dpz8gcp,"POLYGON((-79.2787170410156 43.7310791015625, -79.27734375 43.7310791015625, -79.27734375 43.7324523925781, -79.2787170410156 43.7324523925781, -79.2787170410156 43.7310791015625))",43.731,-79.279,43.732,-79.277,POINT(-79.27849 43.73187),43.732,-79.278,Toronto,,Ontario,Canada,CA-ON,0.073,16,2022-02-02,5.1
dpz2zc5,"POLYGON((-79.4599914550781 43.7310791015625, -79.4586181640625 43.7310791015625, -79.4586181640625 43.7324523925781, -79.4599914550781 43.7324523925781, -79.4599914550781 43.7310791015625))",43.731,-79.46,43.732,-79.459,POINT(-79.45872 43.732),43.732,-79.459,Toronto,,Ontario,Canada,CA-ON,0.006,3,2022-02-02,5.1
dpz9h2r,"POLYGON((-79.2567443847656 43.7709045410156, -79.25537109375 43.7709045410156, -79.25537109375 43.7722778320312, -79.2567443847656 43.7722778320312, -79.2567443847656 43.7709045410156))",43.771,-79.257,43.772,-79.255,POINT(-79.25594 43.77121),43.771,-79.256,Toronto,,Ontario,Canada,CA-ON,0.091,44,2022-02-02,5.1
dpz9487,"POLYGON((-79.3391418457031 43.7709045410156, -79.3377685546875 43.7709045410156, -79.3377685546875 43.7722778320312, -79.3391418457031 43.7722778320312, -79.3391418457031 43.7709045410156))",43.771,-79.339,43.772,-79.338,POINT(-79.33841 43.77136),43.771,-79.338,Toronto,,Ontario,Canada,CA-ON,0.005,18,2022-02-02,5.1
dpz952k,"POLYGON((-79.3048095703125 43.7709045410156, -79.3034362792969 43.7709045410156, -79.3034362792969 43.7722778320312, -79.3048095703125 43.7722778320312, -79.3048095703125 43.7709045410156))",43.771,-79.305,43.772,-79.303,POINT(-79.30444 43.77129),43.771,-79.304,Toronto,,Ontario,Canada,CA-ON,0.018,25,2022-02-02,5.1
dpz9587,"POLYGON((-79.2951965332031 43.7709045410156, -79.2938232421875 43.7709045410156, -79.2938232421875 43.7722778320312, -79.2951965332031 43.7722778320313, -79.2951965332031 43.7709045410156))",43.771,-79.295,43.772,-79.294,POINT(-79.29482 43.77214),43.772,-79.295,Toronto,,Ontario,Canada,CA-ON,0.008,14,2022-02-02,5.1
dpz3n2q,"POLYGON((-79.5217895507812 43.7709045410156, -79.5204162597656 43.7709045410156, -79.5204162597656 43.7722778320312, -79.5217895507812 43.7722778320312, -79.5217895507812 43.7709045410156))",43.771,-79.522,43.772,-79.52,POINT(-79.52096 43.77163),43.772,-79.521,Toronto,,Ontario,Canada,CA-ON,0.023,4,2022-02-02,5.1
dpz952q,"POLYGON((-79.3020629882812 43.7709045410156, -79.3006896972656 43.7709045410156, -79.3006896972656 43.7722778320312, -79.3020629882812 43.7722778320312, -79.3020629882812 43.7709045410156))",43.771,-79.302,43.772,-79.301,POINT(-79.30124 43.77122),43.771,-79.301,Toronto,,Ontario,Canada,CA-ON,0.001,6,2022-02-02,5.1
dpz3n06,"POLYGON((-79.5382690429688 43.7709045410156, -79.5368957519531 43.7709045410156, -79.5368957519531 43.7722778320312, -79.5382690429688 43.7722778320312, -79.5382690429688 43.7709045410156))",43.771,-79.538,43.772,-79.537,POINT(-79.53796 43.77207),43.772,-79.538,Toronto,,Ontario,Canada,CA-ON,0.027,35,2022-02-02,5.1
dpz9583,"POLYGON((-79.2979431152344 43.7709045410156, -79.2965698242188 43.7709045410156, -79.2965698242188 43.7722778320312, -79.2979431152344 43.7722778320312, -79.2979431152344 43.7709045410156))",43.771,-79.298,43.772,-79.297,POINT(-79.29728 43.77176),43.772,-79.297,Toronto,,Ontario,Canada,CA-ON,0.004,48,2022-02-02,5.1
dpz3n03,"POLYGON((-79.5396423339844 43.7709045410156, -79.5382690429688 43.7709045410156, -79.5382690429688 43.7722778320312, -79.5396423339844 43.7722778320312, -79.5396423339844 43.7709045410156))",43.771,-79.54,43.772,-79.538,POINT(-79.53879 43.77194),43.772,-79.539,Toronto,,Ontario,Canada,CA-ON,0.032,28,2022-02-02,5.1
dpz952r,"POLYGON((-79.3006896972656 43.7709045410156, -79.29931640625 43.7709045410156, -79.29931640625 43.7722778320312, -79.3006896972656 43.7722778320312, -79.3006896972656 43.7709045410156))",43.771,-79.301,43.772,-79.299,POINT(-79.29971 43.77132),43.771,-79.3,Toronto,,Ontario,Canada,CA-ON,0.003,19,2022-02-02,5.1
dpz3p06,"POLYGON((-79.4943237304688 43.7709045410156, -79.4929504394531 43.7709045410156, -79.4929504394531 43.7722778320312, -79.4943237304688 43.7722778320312, -79.4943237304688 43.7709045410156))",43.771,-79.494,43.772,-79.493,POINT(-79.4932 43.77193),43.772,-79.493,Toronto,,Ontario,Canada,CA-ON,0.394,513,2022-02-02,5.1
dpz94br,"POLYGON((-79.3226623535156 43.7709045410156, -79.3212890625 43.7709045410156, -79.3212890625 43.7722778320312, -79.3226623535156 43.7722778320312, -79.3226623535156 43.7709045410156))",43.771,-79.323,43.772,-79.321,POINT(-79.32156 43.77222),43.772,-79.322,Toronto,,Ontario,Canada,CA-ON,0.002,3,2022-02-02,5.1
dpz9n8m,"POLYGON((-79.1606140136719 43.7709045410156, -79.1592407226562 43.7709045410156, -79.1592407226562 43.7722778320312, -79.1606140136719 43.7722778320312, -79.1606140136719 43.7709045410156))",43.771,-79.161,43.772,-79.159,POINT(-79.16025 43.77136),43.771,-79.16,Toronto,,Ontario,Canada,CA-ON,0.031,3,2022-02-02,5.1
dpz9402,"POLYGON((-79.365234375 43.7709045410156, -79.3638610839844 43.7709045410156, -79.3638610839844 43.7722778320312, -79.365234375 43.7722778320312, -79.365234375 43.7709045410156))",43.771,-79.365,43.772,-79.364,POINT(-79.36436 43.77151),43.772,-79.364,Toronto,,Ontario,Canada,CA-ON,0.005,4,2022-02-02,5.1
dpz9502,"POLYGON((-79.3212890625 43.7709045410156, -79.3199157714844 43.7709045410156, -79.3199157714844 43.7722778320312, -79.3212890625 43.7722778320312, -79.3212890625 43.7709045410156))",43.771,-79.321,43.772,-79.32,POINT(-79.32103 43.77167),43.772,-79.321,Toronto,,Ontario,Canada,CA-ON,0.004,3,2022-02-02,5.1
dpz95b7,"POLYGON((-79.2842102050781 43.7709045410156, -79.2828369140625 43.7709045410156, -79.2828369140625 43.7722778320312, -79.2842102050781 43.7722778320312, -79.2842102050781 43.7709045410156))",43.771,-79.284,43.772,-79.283,POINT(-79.28331 43.77208),43.772,-79.283,Toronto,,Ontario,Canada,CA-ON,0.087,113,2022-02-02,5.1
dpz9527,"POLYGON((-79.3061828613281 43.7709045410156, -79.3048095703125 43.7709045410156, -79.3048095703125 43.7722778320312, -79.3061828613281 43.7722778320312, -79.3061828613281 43.7709045410156))",43.771,-79.306,43.772,-79.305,POINT(-79.3052 43.77151),43.772,-79.305,Toronto,,Ontario,Canada,CA-ON,0.008,8,2022-02-02,5.1
dpz9586,"POLYGON((-79.2965698242188 43.7709045410156, -79.2951965332031 43.7709045410156, -79.2951965332031 43.7722778320313, -79.2965698242188 43.7722778320312, -79.2965698242188 43.7709045410156))",43.771,-79.297,43.772,-79.295,POINT(-79.29585 43.77201),43.772,-79.296,Toronto,,Ontario,Canada,CA-ON,0.004,31,2022-02-02,5.1
dpz9n2m,"POLYGON((-79.1716003417969 43.7709045410156, -79.1702270507812 43.7709045410156, -79.1702270507812 43.7722778320312, -79.1716003417969 43.7722778320312, -79.1716003417969 43.7709045410156))",43.771,-79.172,43.772,-79.17,POINT(-79.1711 43.77177),43.772,-79.171,Toronto,,Ontario,Canada,CA-ON,0.035,3,2022-02-02,5.1
dpz912q,"POLYGON((-79.3899536132812 43.7709045410156, -79.3885803222656 43.7709045410156, -79.3885803222656 43.7722778320312, -79.3899536132812 43.7722778320312, -79.3899536132812 43.7709045410156))",43.771,-79.39,43.772,-79.389,POINT(-79.38914 43.7716),43.772,-79.389,Toronto,,Ontario,Canada,CA-ON,0.006,3,2022-02-02,5.1
dpz9h86,"POLYGON((-79.2526245117188 43.7709045410156, -79.2512512207031 43.7709045410156, -79.2512512207031 43.7722778320312, -79.2526245117188 43.7722778320312, -79.2526245117188 43.7709045410156))",43.771,-79.253,43.772,-79.251,POINT(-79.25158 43.77183),43.772,-79.252,Toronto,,Ontario,Canada,CA-ON,0.019,25,2022-02-02,5.1
dpz9n03,"POLYGON((-79.1880798339844 43.7709045410156, -79.1867065429688 43.7709045410156, -79.1867065429688 43.7722778320312, -79.1880798339844 43.7722778320312, -79.1880798339844 43.7709045410156))",43.771,-79.188,43.772,-79.187,POINT(-79.18711 43.77125),43.771,-79.187,Toronto,,Ontario,Canada,CA-ON,0.005,3,2022-02-02,5.1
dpz3p8m,"POLYGON((-79.4682312011719 43.7709045410156, -79.4668579101562 43.7709045410156, -79.4668579101562 43.7722778320312, -79.4682312011719 43.7722778320312, -79.4682312011719 43.7709045410156))",43.771,-79.468,43.772,-79.467,POINT(-79.4676 43.77187),43.772,-79.468,Toronto,,Ontario,Canada,CA-ON,0.022,19,2022-02-02,5.1
dpz9582,"POLYGON((-79.29931640625 43.7709045410156, -79.2979431152344 43.7709045410156, -79.2979431152344 43.7722778320312, -79.29931640625 43.7722778320312, -79.29931640625 43.7709045410156))",43.771,-79.299,43.772,-79.298,POINT(-79.29862 43.77147),43.771,-79.299,Toronto,,Ontario,Canada,CA-ON,0.002,18,2022-02-02,5.1
dpz8u1r,"POLYGON((-79.2677307128906 43.7324523925781, -79.266357421875 43.7324523925781, -79.266357421875 43.7338256835938, -79.2677307128906 43.7338256835938, -79.2677307128906 43.7324523925781))",43.732,-79.268,43.734,-79.266,POINT(-79.26688 43.73264),43.733,-79.267,Toronto,,Ontario,Canada,CA-ON,0.039,6,2022-02-02,5.1
dpz8u1q,"POLYGON((-79.2691040039062 43.7324523925781, -79.2677307128906 43.7324523925781, -79.2677307128906 43.7338256835938, -79.2691040039062 43.7338256835938, -79.2691040039062 43.7324523925781))",43.732,-79.269,43.734,-79.268,POINT(-79.2684 43.73322),43.733,-79.268,Toronto,,Ontario,Canada,CA-ON,0.056,5,2022-02-02,5.1
dpz2u92,"POLYGON((-79.60693359375 43.7324523925781, -79.6055603027344 43.7324523925781, -79.6055603027344 43.7338256835938, -79.60693359375 43.7338256835938, -79.60693359375 43.7324523925781))",43.732,-79.607,43.734,-79.606,POINT(-79.60612 43.73376),43.734,-79.606,Toronto,,Ontario,Canada,CA-ON,0.016,3,2022-02-02,5.1
dpz8c9k,"POLYGON((-79.3817138671875 43.7324523925781, -79.3803405761719 43.7324523925781, -79.3803405761719 43.7338256835938, -79.3817138671875 43.7338256835938, -79.3817138671875 43.7324523925781))",43.732,-79.382,43.734,-79.38,POINT(-79.38145 43.73329),43.733,-79.381,Toronto,,Ontario,Canada,CA-ON,0.006,3,2022-02-02,5.1
dpz8b36,"POLYGON((-79.4393920898438 43.7324523925781, -79.4380187988281 43.7324523925781, -79.4380187988281 43.7338256835938, -79.4393920898438 43.7338256835938, -79.4393920898438 43.7324523925781))",43.732,-79.439,43.734,-79.438,POINT(-79.43866 43.73303),43.733,-79.439,Toronto,,Ontario,Canada,CA-ON,0.006,102,2022-02-02,5.1
dpz2y16,"POLYGON((-79.5382690429688 43.7324523925781, -79.5368957519531 43.7324523925781, -79.5368957519531 43.7338256835938, -79.5382690429688 43.7338256835938, -79.5382690429688 43.7324523925781))",43.732,-79.538,43.734,-79.537,POINT(-79.53801 43.73317),43.733,-79.538,Toronto,,Ontario,Canada,CA-ON,0.034,38,2022-02-02,5.1
dpz2y9m,"POLYGON((-79.5121765136719 43.7324523925781, -79.5108032226562 43.7324523925781, -79.5108032226562 43.7338256835938, -79.5121765136719 43.7338256835938, -79.5121765136719 43.7324523925781))",43.732,-79.512,43.734,-79.511,POINT(-79.51139 43.73279),43.733,-79.511,Toronto,,Ontario,Canada,CA-ON,0.023,7,2022-02-02,5.1
dpz8b3q,"POLYGON((-79.4338989257812 43.7324523925781, -79.4325256347656 43.7324523925781, -79.4325256347656 43.7338256835938, -79.4338989257812 43.7338256835938, -79.4338989257812 43.7324523925781))",43.732,-79.434,43.734,-79.433,POINT(-79.43291 43.73298),43.733,-79.433,Toronto,,Ontario,Canada,CA-ON,0.054,22,2022-02-02,5.1
dpz2y37,"POLYGON((-79.5259094238281 43.7324523925781, -79.5245361328125 43.7324523925781, -79.5245361328125 43.7338256835938, -79.5259094238281 43.7338256835938, -79.5259094238281 43.7324523925781))",43.732,-79.526,43.734,-79.525,POINT(-79.5257 43.73301),43.733,-79.526,Toronto,,Ontario,Canada,CA-ON,0.004,14,2022-02-02,5.1
dpz2v3r,"POLYGON((-79.5643615722656 43.7324523925781, -79.56298828125 43.7324523925781, -79.56298828125 43.7338256835938, -79.5643615722656 43.7338256835938, -79.5643615722656 43.7324523925781))",43.732,-79.564,43.734,-79.563,POINT(-79.56353 43.73308),43.733,-79.564,Toronto,,Ontario,Canada,CA-ON,0.049,5,2022-02-02,5.1
dpz8b33,"POLYGON((-79.4407653808594 43.7324523925781, -79.4393920898438 43.7324523925781, -79.4393920898438 43.7338256835938, -79.4407653808594 43.7338256835938, -79.4407653808594 43.7324523925781))",43.732,-79.441,43.734,-79.439,POINT(-79.43968 43.73274),43.733,-79.44,Toronto,,Ontario,Canada,CA-ON,0.001,3,2022-02-02,5.1
dpz8fc2,"POLYGON((-79.332275390625 43.7324523925781, -79.3309020996094 43.7324523925781, -79.3309020996094 43.7338256835938, -79.332275390625 43.7338256835938, -79.332275390625 43.7324523925781))",43.732,-79.332,43.734,-79.331,POINT(-79.33123 43.73317),43.733,-79.331,Toronto,,Ontario,Canada,CA-ON,0.009,47,2022-02-02,5.1
dpz2z33,"POLYGON((-79.4847106933594 43.7324523925781, -79.4833374023438 43.7324523925781, -79.4833374023438 43.7338256835938, -79.4847106933594 43.7338256835938, -79.4847106933594 43.7324523925781))",43.732,-79.485,43.734,-79.483,POINT(-79.48358 43.73339),43.733,-79.484,Toronto,,Ontario,Canada,CA-ON,0.074,100,2022-02-02,5.1
dpz8f3q,"POLYGON((-79.3460083007812 43.7324523925781, -79.3446350097656 43.7324523925781, -79.3446350097656 43.7338256835938, -79.3460083007812 43.7338256835938, -79.3460083007812 43.7324523925781))",43.732,-79.346,43.734,-79.345,POINT(-79.34531 43.73321),43.733,-79.345,Toronto,,Ontario,Canada,CA-ON,0.02,3,2022-02-02,5.1
dpz8b37,"POLYGON((-79.4380187988281 43.7324523925781, -79.4366455078125 43.7324523925781, -79.4366455078125 43.7338256835938, -79.4380187988281 43.7338256835938, -79.4380187988281 43.7324523925781))",43.732,-79.438,43.734,-79.437,POINT(-79.43753 43.73362),43.734,-79.438,Toronto,,Ontario,Canada,CA-ON,0.021,274,2022-02-02,5.1
dpz8b12,"POLYGON((-79.453125 43.7324523925781, -79.4517517089844 43.7324523925781, -79.4517517089844 43.7338256835938, -79.453125 43.7338256835938, -79.453125 43.7324523925781))",43.732,-79.453,43.734,-79.452,POINT(-79.45259 43.73304),43.733,-79.453,Toronto,,Ontario,Canada,CA-ON,0.004,3,2022-02-02,5.1
