Geohash,GeohashBounds,Latitude_SW,Longitude_SW,Latitude_NE,Longitude_NE,Location,Latitude,Longitude,City,County,State,Country,ISO_3166_2,SeverityScore,IncidentsTotal,UpdateDate,Version
dpz89kq,"POLYGON((-79.3899536132812 43.7049865722656, -79.3885803222656 43.7049865722656, -79.3885803222656 43.7063598632812, -79.3899536132812 43.7063598632812, -79.3899536132812 43.7049865722656))",43.705,-79.39,43.706,-79.389,POINT(-79.38903 43.70539),43.705,-79.389,Toronto,,Ontario,Canada,CA-ON,0.004,4,2022-02-02,5.1
dpz2tkr,"POLYGON((-79.5643615722656 43.7049865722656, -79.56298828125 43.7049865722656, -79.56298828125 43.7063598632812, -79.5643615722656 43.7063598632812, -79.5643615722656 43.7049865722656))",43.705,-79.564,43.706,-79.563,POINT(-79.56362 43.70535),43.705,-79.564,Toronto,,Ontario,Canada,CA-ON,0.009,13,2022-02-02,5.1
dpz89h2,"POLYGON((-79.4091796875 43.7049865722656, -79.4078063964844 43.7049865722656, -79.4078063964844 43.7063598632813, -79.4091796875 43.7063598632812, -79.4091796875 43.7049865722656))",43.705,-79.409,43.706,-79.408,POINT(-79.4091 43.70566),43.706,-79.409,Toronto,,Ontario,Canada,CA-ON,0.003,3,2022-02-02,5.1
dpz2tsk,"POLYGON((-79.5574951171875 43.7049865722656, -79.5561218261719 43.7049865722656, -79.5561218261719 43.7063598632812, -79.5574951171875 43.7063598632812, -79.5574951171875 43.7049865722656))",43.705,-79.557,43.706,-79.556,POINT(-79.55682 43.70573),43.706,-79.557,Toronto,,Ontario,Canada,CA-ON,0.006,152,2022-02-02,5.1
dpz2xur,"POLYGON((-79.4544982910156 43.7049865722656, -79.453125 43.7049865722656, -79.453125 43.7063598632812, -79.4544982910156 43.7063598632812, -79.4544982910156 43.7049865722656))",43.705,-79.454,43.706,-79.453,POINT(-79.45388 43.70558),43.706,-79.454,Toronto,,Ontario,Canada,CA-ON,0.024,3,2022-02-02,5.1
dpz89hq,"POLYGON((-79.4009399414062 43.7049865722656, -79.3995666503906 43.7049865722656, -79.3995666503906 43.7063598632812, -79.4009399414062 43.7063598632812, -79.4009399414062 43.7049865722656))",43.705,-79.401,43.706,-79.4,POINT(-79.40023 43.70596),43.706,-79.4,Toronto,,Ontario,Canada,CA-ON,0.013,7,2022-02-02,5.1
dpz9hdx,"POLYGON((-79.2457580566406 43.7832641601562, -79.244384765625 43.7832641601562, -79.244384765625 43.7846374511719, -79.2457580566406 43.7846374511719, -79.2457580566406 43.7832641601562))",43.783,-79.246,43.785,-79.244,POINT(-79.24467 43.78342),43.783,-79.245,Toronto,,Ontario,Canada,CA-ON,0.011,40,2022-02-02,5.1
dpz94d9,"POLYGON((-79.3418884277344 43.7832641601563, -79.3405151367188 43.7832641601563, -79.3405151367188 43.7846374511719, -79.3418884277344 43.7846374511719, -79.3418884277344 43.7832641601563))",43.783,-79.342,43.785,-79.341,POINT(-79.34138 43.78406),43.784,-79.341,Toronto,,Ontario,Canada,CA-ON,0.011,53,2022-02-02,5.1
dpz95dx,"POLYGON((-79.2897033691406 43.7832641601562, -79.288330078125 43.7832641601562, -79.288330078125 43.7846374511719, -79.2897033691406 43.7846374511719, -79.2897033691406 43.7832641601562))",43.783,-79.29,43.785,-79.288,POINT(-79.28868 43.7839),43.784,-79.289,Toronto,,Ontario,Canada,CA-ON,0.017,11,2022-02-02,5.1
dpz9hfd,"POLYGON((-79.2416381835938 43.7832641601562, -79.2402648925781 43.7832641601563, -79.2402648925781 43.7846374511719, -79.2416381835938 43.7846374511719, -79.2416381835938 43.7832641601562))",43.783,-79.242,43.785,-79.24,POINT(-79.24089 43.78418),43.784,-79.241,Toronto,,Ontario,Canada,CA-ON,0.002,11,2022-02-02,5.1
dpz9hfx,"POLYGON((-79.2347717285156 43.7832641601562, -79.2333984375 43.7832641601563, -79.2333984375 43.7846374511719, -79.2347717285156 43.7846374511719, -79.2347717285156 43.7832641601562))",43.783,-79.235,43.785,-79.233,POINT(-79.23446 43.78363),43.784,-79.234,Toronto,,Ontario,Canada,CA-ON,0.003,4,2022-02-02,5.1
dpz3pde,"POLYGON((-79.4709777832031 43.7832641601562, -79.4696044921875 43.7832641601562, -79.4696044921875 43.7846374511719, -79.4709777832031 43.7846374511719, -79.4709777832031 43.7832641601562))",43.783,-79.471,43.785,-79.47,POINT(-79.47019 43.78373),43.784,-79.47,Toronto,,Ontario,Canada,CA-ON,0.004,3,2022-02-02,5.1
dpz9hf8,"POLYGON((-79.244384765625 43.7832641601562, -79.2430114746094 43.7832641601562, -79.2430114746094 43.7846374511719, -79.244384765625 43.7846374511719, -79.244384765625 43.7832641601562))",43.783,-79.244,43.785,-79.243,POINT(-79.24348 43.78386),43.784,-79.243,Toronto,,Ontario,Canada,CA-ON,0.004,10,2022-02-02,5.1
dpz9hf9,"POLYGON((-79.2430114746094 43.7832641601562, -79.2416381835938 43.7832641601562, -79.2416381835938 43.7846374511719, -79.2430114746094 43.7846374511719, -79.2430114746094 43.7832641601562))",43.783,-79.243,43.785,-79.242,POINT(-79.24241 43.78387),43.784,-79.242,Toronto,,Ontario,Canada,CA-ON,0.004,33,2022-02-02,5.1
dpz95f8,"POLYGON((-79.288330078125 43.7832641601562, -79.2869567871094 43.7832641601562, -79.2869567871094 43.7846374511719, -79.288330078125 43.7846374511719, -79.288330078125 43.7832641601562))",43.783,-79.288,43.785,-79.287,POINT(-79.28769 43.7836),43.784,-79.288,Toronto,,Ontario,Canada,CA-ON,0.011,10,2022-02-02,5.1
dpz3p6e,"POLYGON((-79.4819641113281 43.7832641601562, -79.4805908203125 43.7832641601563, -79.4805908203125 43.7846374511719, -79.4819641113281 43.7846374511719, -79.4819641113281 43.7832641601562))",43.783,-79.482,43.785,-79.481,POINT(-79.4813 43.78449),43.784,-79.481,Toronto,,Ontario,Canada,CA-ON,0.011,9,2022-02-02,5.1
dpz904t,"POLYGON((-79.4462585449219 43.7832641601562, -79.4448852539062 43.7832641601562, -79.4448852539062 43.7846374511719, -79.4462585449219 43.7846374511719, -79.4462585449219 43.7832641601562))",43.783,-79.446,43.785,-79.445,POINT(-79.44555 43.78379),43.784,-79.446,Toronto,,Ontario,Canada,CA-ON,0.024,12,2022-02-02,5.1
dpz9hfe,"POLYGON((-79.2402648925781 43.7832641601563, -79.2388916015625 43.7832641601562, -79.2388916015625 43.7846374511719, -79.2402648925781 43.7846374511719, -79.2402648925781 43.7832641601563))",43.783,-79.24,43.785,-79.239,POINT(-79.23951 43.78426),43.784,-79.24,Toronto,,Ontario,Canada,CA-ON,0.002,18,2022-02-02,5.1
dpz3p6d,"POLYGON((-79.4833374023438 43.7832641601562, -79.4819641113281 43.7832641601562, -79.4819641113281 43.7846374511719, -79.4833374023438 43.7846374511719, -79.4833374023438 43.7832641601562))",43.783,-79.483,43.785,-79.482,POINT(-79.48281 43.7839),43.784,-79.483,Toronto,,Ontario,Canada,CA-ON,0.004,4,2022-02-02,5.1
dpz9h6x,"POLYGON((-79.2567443847656 43.7832641601563, -79.25537109375 43.7832641601562, -79.25537109375 43.7846374511719, -79.2567443847656 43.7846374511719, -79.2567443847656 43.7832641601563))",43.783,-79.257,43.785,-79.255,POINT(-79.25599 43.78398),43.784,-79.256,Toronto,,Ontario,Canada,CA-ON,0.014,15,2022-02-02,5.1
dpz3p69,"POLYGON((-79.4847106933594 43.7832641601562, -79.4833374023438 43.7832641601562, -79.4833374023438 43.7846374511719, -79.4847106933594 43.7846374511719, -79.4847106933594 43.7832641601562))",43.783,-79.485,43.785,-79.483,POINT(-79.48423 43.78387),43.784,-79.484,Toronto,,Ontario,Canada,CA-ON,0.102,102,2022-02-02,5.1
dpz2tht,"POLYGON((-79.5780944824219 43.7063598632812, -79.5767211914062 43.7063598632812, -79.5767211914062 43.7077331542969, -79.5780944824219 43.7077331542969, -79.5780944824219 43.7063598632812))",43.706,-79.578,43.708,-79.577,POINT(-79.57779 43.70699),43.707,-79.578,Toronto,,Ontario,Canada,CA-ON,0.021,28,2022-02-02,5.1
dpz2tst,"POLYGON((-79.5561218261719 43.7063598632812, -79.5547485351562 43.7063598632812, -79.5547485351562 43.7077331542969, -79.5561218261719 43.7077331542969, -79.5561218261719 43.7063598632812))",43.706,-79.556,43.708,-79.555,POINT(-79.55568 43.70711),43.707,-79.556,Toronto,,Ontario,Canada,CA-ON,0.018,389,2022-02-02,5.1
dpz2xhw,"POLYGON((-79.4888305664062 43.7063598632812, -79.4874572753906 43.7063598632812, -79.4874572753906 43.7077331542969, -79.4888305664062 43.7077331542969, -79.4888305664062 43.7063598632812))",43.706,-79.489,43.708,-79.487,POINT(-79.48766 43.70652),43.707,-79.488,Toronto,,Ontario,Canada,CA-ON,0.004,3,2022-02-02,5.1
dpz8shw,"POLYGON((-79.2691040039062 43.7063598632812, -79.2677307128906 43.7063598632812, -79.2677307128906 43.7077331542969, -79.2691040039062 43.7077331542969, -79.2691040039062 43.7063598632812))",43.706,-79.269,43.708,-79.268,POINT(-79.26822 43.70705),43.707,-79.268,Toronto,,Ontario,Canada,CA-ON,0.023,10,2022-02-02,5.1
dpz8du8,"POLYGON((-79.332275390625 43.7063598632812, -79.3309020996094 43.7063598632812, -79.3309020996094 43.7077331542969, -79.332275390625 43.7077331542969, -79.332275390625 43.7063598632812))",43.706,-79.332,43.708,-79.331,POINT(-79.33117 43.70713),43.707,-79.331,Toronto,,Ontario,Canada,CA-ON,0.002,7,2022-02-02,5.1
dpz2tu8,"POLYGON((-79.552001953125 43.7063598632812, -79.5506286621094 43.7063598632812, -79.5506286621094 43.7077331542969, -79.552001953125 43.7077331542969, -79.552001953125 43.7063598632812))",43.706,-79.552,43.708,-79.551,POINT(-79.55129 43.70706),43.707,-79.551,Toronto,,Ontario,Canada,CA-ON,0.025,18,2022-02-02,5.1
dpz88se,"POLYGON((-79.4270324707031 43.7063598632812, -79.4256591796875 43.7063598632812, -79.4256591796875 43.7077331542969, -79.4270324707031 43.7077331542969, -79.4270324707031 43.7063598632812))",43.706,-79.427,43.708,-79.426,POINT(-79.42679 43.70722),43.707,-79.427,Toronto,,Ontario,Canada,CA-ON,0.008,3,2022-02-02,5.1
dpz2wud,"POLYGON((-79.5053100585938 43.7063598632813, -79.5039367675781 43.7063598632812, -79.5039367675781 43.7077331542969, -79.5053100585938 43.7077331542969, -79.5053100585938 43.7063598632813))",43.706,-79.505,43.708,-79.504,POINT(-79.50485 43.70691),43.707,-79.505,Toronto,,Ontario,Canada,CA-ON,0.01,3,2022-02-02,5.1
dpz89ke,"POLYGON((-79.3940734863281 43.7063598632812, -79.3927001953125 43.7063598632812, -79.3927001953125 43.7077331542969, -79.3940734863281 43.7077331542969, -79.3940734863281 43.7063598632812))",43.706,-79.394,43.708,-79.393,POINT(-79.39352 43.70748),43.707,-79.394,Toronto,,Ontario,Canada,CA-ON,0.006,3,2022-02-02,5.1
dpz89hw,"POLYGON((-79.4009399414062 43.7063598632812, -79.3995666503906 43.7063598632812, -79.3995666503906 43.7077331542969, -79.4009399414062 43.7077331542969, -79.4009399414062 43.7063598632812))",43.706,-79.401,43.708,-79.4,POINT(-79.40008 43.70661),43.707,-79.4,Toronto,,Ontario,Canada,CA-ON,0.014,7,2022-02-02,5.1
dpz8dkw,"POLYGON((-79.3460083007812 43.7063598632813, -79.3446350097656 43.7063598632812, -79.3446350097656 43.7077331542969, -79.3460083007812 43.7077331542969, -79.3460083007812 43.7063598632813))",43.706,-79.346,43.708,-79.345,POINT(-79.34539 43.70708),43.707,-79.345,Toronto,,Ontario,Canada,CA-ON,0.006,3,2022-02-02,5.1
dpz8dkx,"POLYGON((-79.3446350097656 43.7063598632812, -79.34326171875 43.7063598632812, -79.34326171875 43.7077331542969, -79.3446350097656 43.7077331542969, -79.3446350097656 43.7063598632812))",43.706,-79.345,43.708,-79.343,POINT(-79.34412 43.70726),43.707,-79.344,Toronto,,Ontario,Canada,CA-ON,0.005,3,2022-02-02,5.1
dpz88kd,"POLYGON((-79.4393920898438 43.7063598632812, -79.4380187988281 43.7063598632812, -79.4380187988281 43.7077331542969, -79.4393920898438 43.7077331542969, -79.4393920898438 43.7063598632812))",43.706,-79.439,43.708,-79.438,POINT(-79.43895 43.70657),43.707,-79.439,Toronto,,Ontario,Canada,CA-ON,0.01,3,2022-02-02,5.1
dpz89k9,"POLYGON((-79.3968200683594 43.7063598632812, -79.3954467773438 43.7063598632812, -79.3954467773438 43.7077331542969, -79.3968200683594 43.7077331542969, -79.3968200683594 43.7063598632812))",43.706,-79.397,43.708,-79.395,POINT(-79.39616 43.70722),43.707,-79.396,Toronto,,Ontario,Canada,CA-ON,0.015,8,2022-02-02,5.1
dpz89kd,"POLYGON((-79.3954467773438 43.7063598632812, -79.3940734863281 43.7063598632812, -79.3940734863281 43.7077331542969, -79.3954467773438 43.7077331542969, -79.3954467773438 43.7063598632812))",43.706,-79.395,43.708,-79.394,POINT(-79.39495 43.7071),43.707,-79.395,Toronto,,Ontario,Canada,CA-ON,0.005,3,2022-02-02,5.1
dpz8dhd,"POLYGON((-79.3624877929688 43.7063598632812, -79.3611145019531 43.7063598632812, -79.3611145019531 43.7077331542969, -79.3624877929688 43.7077331542969, -79.3624877929688 43.7063598632812))",43.706,-79.362,43.708,-79.361,POINT(-79.36217 43.70719),43.707,-79.362,Toronto,,Ontario,Canada,CA-ON,0.009,3,2022-02-02,5.1
dpz8ese,"POLYGON((-79.2951965332031 43.7063598632813, -79.2938232421875 43.7063598632812, -79.2938232421875 43.7077331542969, -79.2951965332031 43.7077331542969, -79.2951965332031 43.7063598632813))",43.706,-79.295,43.708,-79.294,POINT(-79.29441 43.70723),43.707,-79.294,Toronto,,Ontario,Canada,CA-ON,0.006,3,2022-02-02,5.1
dpz89u8,"POLYGON((-79.376220703125 43.7063598632812, -79.3748474121094 43.7063598632812, -79.3748474121094 43.7077331542969, -79.376220703125 43.7077331542969, -79.376220703125 43.7063598632812))",43.706,-79.376,43.708,-79.375,POINT(-79.37549 43.70669),43.707,-79.375,Toronto,,Ontario,Canada,CA-ON,0.011,4,2022-02-02,5.1
dpz2sue,"POLYGON((-79.5918273925781 43.7063598632812, -79.5904541015625 43.7063598632812, -79.5904541015625 43.7077331542969, -79.5918273925781 43.7077331542969, -79.5918273925781 43.7063598632812))",43.706,-79.592,43.708,-79.59,POINT(-79.59071 43.70672),43.707,-79.591,Toronto,,Ontario,Canada,CA-ON,0.124,146,2022-02-02,5.1
dpz89k8,"POLYGON((-79.398193359375 43.7063598632812, -79.3968200683594 43.7063598632812, -79.3968200683594 43.7077331542969, -79.398193359375 43.7077331542969, -79.398193359375 43.7063598632812))",43.706,-79.398,43.708,-79.397,POINT(-79.39747 43.70688),43.707,-79.397,Toronto,,Ontario,Canada,CA-ON,0.019,6,2022-02-02,5.1
dpz2thd,"POLYGON((-79.5822143554688 43.7063598632812, -79.5808410644531 43.7063598632812, -79.5808410644531 43.7077331542969, -79.5822143554688 43.7077331542969, -79.5822143554688 43.7063598632812))",43.706,-79.582,43.708,-79.581,POINT(-79.58173 43.7073),43.707,-79.582,Toronto,,Ontario,Canada,CA-ON,0.08,7,2022-02-02,5.1
dpz2xhx,"POLYGON((-79.4874572753906 43.7063598632812, -79.486083984375 43.7063598632812, -79.486083984375 43.7077331542969, -79.4874572753906 43.7077331542969, -79.4874572753906 43.7063598632812))",43.706,-79.487,43.708,-79.486,POINT(-79.48713 43.70654),43.707,-79.487,Toronto,,Ontario,Canada,CA-ON,0.004,4,2022-02-02,5.1
dpz8dht,"POLYGON((-79.3583679199219 43.7063598632812, -79.3569946289062 43.7063598632812, -79.3569946289062 43.7077331542969, -79.3583679199219 43.7077331542969, -79.3583679199219 43.7063598632812))",43.706,-79.358,43.708,-79.357,POINT(-79.35826 43.70713),43.707,-79.358,Toronto,,Ontario,Canada,CA-ON,0.59,36,2022-02-02,5.1
dpz2xux,"POLYGON((-79.4544982910156 43.7063598632812, -79.453125 43.7063598632812, -79.453125 43.7077331542969, -79.4544982910156 43.7077331542969, -79.4544982910156 43.7063598632812))",43.706,-79.454,43.708,-79.453,POINT(-79.45326 43.70726),43.707,-79.453,Toronto,,Ontario,Canada,CA-ON,0.011,6,2022-02-02,5.1
dpz89hx,"POLYGON((-79.3995666503906 43.7063598632812, -79.398193359375 43.7063598632812, -79.398193359375 43.7077331542969, -79.3995666503906 43.7077331542969, -79.3995666503906 43.7063598632812))",43.706,-79.4,43.708,-79.398,POINT(-79.39839 43.70678),43.707,-79.398,Toronto,,Ontario,Canada,CA-ON,0.006,7,2022-02-02,5.1
dpz2tss,"POLYGON((-79.5574951171875 43.7063598632812, -79.5561218261719 43.7063598632812, -79.5561218261719 43.7077331542969, -79.5574951171875 43.7077331542969, -79.5574951171875 43.7063598632812))",43.706,-79.557,43.708,-79.556,POINT(-79.55648 43.70668),43.707,-79.556,Toronto,,Ontario,Canada,CA-ON,0.004,49,2022-02-02,5.1
dpz2whw,"POLYGON((-79.5327758789063 43.7063598632812, -79.5314025878906 43.7063598632812, -79.5314025878906 43.7077331542969, -79.5327758789063 43.7077331542969, -79.5327758789063 43.7063598632812))",43.706,-79.533,43.708,-79.531,POINT(-79.53236 43.70642),43.706,-79.532,Toronto,,Ontario,Canada,CA-ON,0.011,5,2022-02-02,5.1
dpz2wht,"POLYGON((-79.5341491699219 43.7063598632812, -79.5327758789063 43.7063598632812, -79.5327758789063 43.7077331542969, -79.5341491699219 43.7077331542969, -79.5341491699219 43.7063598632812))",43.706,-79.534,43.708,-79.533,POINT(-79.53336 43.70743),43.707,-79.533,Toronto,,Ontario,Canada,CA-ON,0.019,16,2022-02-02,5.1
dpz82m9,"POLYGON((-79.4407653808594 43.6679077148438, -79.4393920898438 43.6679077148438, -79.4393920898438 43.6692810058594, -79.4407653808594 43.6692810058594, -79.4407653808594 43.6679077148438))",43.668,-79.441,43.669,-79.439,POINT(-79.43985 43.66842),43.668,-79.44,Toronto,,Ontario,Canada,CA-ON,0.006,4,2022-02-02,5.1
dpz87me,"POLYGON((-79.3061828613281 43.6679077148438, -79.3048095703125 43.6679077148438, -79.3048095703125 43.6692810058594, -79.3061828613281 43.6692810058594, -79.3061828613281 43.6679077148438))",43.668,-79.306,43.669,-79.305,POINT(-79.30572 43.66881),43.669,-79.306,Toronto,,Ontario,Canada,CA-ON,0.012,14,2022-02-02,5.1
dpz2rv8,"POLYGON((-79.464111328125 43.6679077148438, -79.4627380371094 43.6679077148438, -79.4627380371094 43.6692810058594, -79.464111328125 43.6692810058594, -79.464111328125 43.6679077148438))",43.668,-79.464,43.669,-79.463,POINT(-79.46325 43.66847),43.668,-79.463,Toronto,,Ontario,Canada,CA-ON,0.024,4,2022-02-02,5.1
dpz83te,"POLYGON((-79.3830871582031 43.6679077148438, -79.3817138671875 43.6679077148438, -79.3817138671875 43.6692810058594, -79.3830871582031 43.6692810058594, -79.3830871582031 43.6679077148438))",43.668,-79.383,43.669,-79.382,POINT(-79.38221 43.66852),43.669,-79.382,Toronto,,Ontario,Canada,CA-ON,0.006,3,2022-02-02,5.1
dpz83mw,"POLYGON((-79.3899536132812 43.6679077148438, -79.3885803222656 43.6679077148438, -79.3885803222656 43.6692810058594, -79.3899536132812 43.6692810058594, -79.3899536132812 43.6679077148438))",43.668,-79.39,43.669,-79.389,POINT(-79.389 43.6685),43.669,-79.389,Toronto,,Ontario,Canada,CA-ON,0.016,7,2022-02-02,5.1
dpz83me,"POLYGON((-79.3940734863281 43.6679077148438, -79.3927001953125 43.6679077148438, -79.3927001953125 43.6692810058594, -79.3940734863281 43.6692810058594, -79.3940734863281 43.6679077148438))",43.668,-79.394,43.669,-79.393,POINT(-79.39362 43.66858),43.669,-79.394,Toronto,,Ontario,Canada,CA-ON,0.009,16,2022-02-02,5.1
dpz87m8,"POLYGON((-79.310302734375 43.6679077148438, -79.3089294433594 43.6679077148438, -79.3089294433594 43.6692810058594, -79.310302734375 43.6692810058594, -79.310302734375 43.6679077148438))",43.668,-79.31,43.669,-79.309,POINT(-79.30947 43.66832),43.668,-79.309,Toronto,,Ontario,Canada,CA-ON,0.008,3,2022-02-02,5.1
dpz2rtw,"POLYGON((-79.4668579101562 43.6679077148438, -79.4654846191406 43.6679077148438, -79.4654846191406 43.6692810058594, -79.4668579101562 43.6692810058594, -79.4668579101562 43.6679077148438))",43.668,-79.467,43.669,-79.465,POINT(-79.46593 43.66853),43.669,-79.466,Toronto,,Ontario,Canada,CA-ON,0.015,12,2022-02-02,5.1
dpz82md,"POLYGON((-79.4393920898438 43.6679077148438, -79.4380187988281 43.6679077148438, -79.4380187988281 43.6692810058594, -79.4393920898438 43.6692810058594, -79.4393920898438 43.6679077148438))",43.668,-79.439,43.669,-79.438,POINT(-79.43892 43.66846),43.668,-79.439,Toronto,,Ontario,Canada,CA-ON,0.027,39,2022-02-02,5.1
dpz82ms,"POLYGON((-79.4366455078125 43.6679077148438, -79.4352722167969 43.6679077148438, -79.4352722167969 43.6692810058594, -79.4366455078125 43.6692810058594, -79.4366455078125 43.6679077148438))",43.668,-79.437,43.669,-79.435,POINT(-79.43588 43.66909),43.669,-79.436,Toronto,,Ontario,Canada,CA-ON,0.005,4,2022-02-02,5.1
dpz82js,"POLYGON((-79.4476318359375 43.6679077148438, -79.4462585449219 43.6679077148438, -79.4462585449219 43.6692810058594, -79.4476318359375 43.6692810058594, -79.4476318359375 43.6679077148438))",43.668,-79.448,43.669,-79.446,POINT(-79.44715 43.66856),43.669,-79.447,Toronto,,Ontario,Canada,CA-ON,0.009,3,2022-02-02,5.1
dpz83md,"POLYGON((-79.3954467773438 43.6679077148438, -79.3940734863281 43.6679077148438, -79.3940734863281 43.6692810058594, -79.3954467773438 43.6692810058594, -79.3954467773438 43.6679077148438))",43.668,-79.395,43.669,-79.394,POINT(-79.39465 43.66874),43.669,-79.395,Toronto,,Ontario,Canada,CA-ON,0.012,12,2022-02-02,5.1
dpz2rmd,"POLYGON((-79.4833374023438 43.6679077148438, -79.4819641113281 43.6679077148438, -79.4819641113281 43.6692810058594, -79.4833374023438 43.6692810058594, -79.4833374023438 43.6679077148438))",43.668,-79.483,43.669,-79.482,POINT(-79.48285 43.66878),43.669,-79.483,Toronto,,Ontario,Canada,CA-ON,0.006,3,2022-02-02,5.1
dpz2rm8,"POLYGON((-79.486083984375 43.6679077148438, -79.4847106933594 43.6679077148438, -79.4847106933594 43.6692810058594, -79.486083984375 43.6692810058594, -79.486083984375 43.6679077148438))",43.668,-79.486,43.669,-79.485,POINT(-79.48546 43.66848),43.668,-79.485,Toronto,,Ontario,Canada,CA-ON,0.01,5,2022-02-02,5.1
dpz83m9,"POLYGON((-79.3968200683594 43.6679077148438, -79.3954467773438 43.6679077148438, -79.3954467773438 43.6692810058594, -79.3968200683594 43.6692810058594, -79.3968200683594 43.6679077148438))",43.668,-79.397,43.669,-79.395,POINT(-79.39653 43.66833),43.668,-79.397,Toronto,,Ontario,Canada,CA-ON,0.012,7,2022-02-02,5.1
dpz82vt,"POLYGON((-79.4132995605469 43.6679077148438, -79.4119262695312 43.6679077148438, -79.4119262695312 43.6692810058594, -79.4132995605469 43.6692810058594, -79.4132995605469 43.6679077148438))",43.668,-79.413,43.669,-79.412,POINT(-79.41261 43.66851),43.669,-79.413,Toronto,,Ontario,Canada,CA-ON,0.01,4,2022-02-02,5.1
dpz83je,"POLYGON((-79.4050598144531 43.6679077148438, -79.4036865234375 43.6679077148438, -79.4036865234375 43.6692810058594, -79.4050598144531 43.6692810058594, -79.4050598144531 43.6679077148438))",43.668,-79.405,43.669,-79.404,POINT(-79.40469 43.66868),43.669,-79.405,Toronto,,Ontario,Canada,CA-ON,0.009,4,2022-02-02,5.1
dpz2kve,"POLYGON((-79.5918273925781 43.6679077148438, -79.5904541015625 43.6679077148438, -79.5904541015625 43.6692810058594, -79.5918273925781 43.6692810058594, -79.5918273925781 43.6679077148438))",43.668,-79.592,43.669,-79.59,POINT(-79.59122 43.66858),43.669,-79.591,Toronto,,Ontario,Canada,CA-ON,0.003,57,2022-02-02,5.1
dpz82me,"POLYGON((-79.4380187988281 43.6679077148438, -79.4366455078125 43.6679077148438, -79.4366455078125 43.6692810058594, -79.4380187988281 43.6692810058594, -79.4380187988281 43.6679077148438))",43.668,-79.438,43.669,-79.437,POINT(-79.43743 43.66877),43.669,-79.437,Toronto,,Ontario,Canada,CA-ON,0.006,3,2022-02-02,5.1
dpz2rm9,"POLYGON((-79.4847106933594 43.6679077148438, -79.4833374023438 43.6679077148438, -79.4833374023438 43.6692810058594, -79.4847106933594 43.6692810058594, -79.4847106933594 43.6679077148438))",43.668,-79.485,43.669,-79.483,POINT(-79.48408 43.66883),43.669,-79.484,Toronto,,Ontario,Canada,CA-ON,0.011,3,2022-02-02,5.1
dpz2mm8,"POLYGON((-79.573974609375 43.6679077148438, -79.5726013183594 43.6679077148438, -79.5726013183594 43.6692810058594, -79.573974609375 43.6692810058594, -79.573974609375 43.6679077148438))",43.668,-79.574,43.669,-79.573,POINT(-79.57354 43.6683),43.668,-79.574,Toronto,,Ontario,Canada,CA-ON,0.002,14,2022-02-02,5.1
dpz83t8,"POLYGON((-79.38720703125 43.6679077148438, -79.3858337402344 43.6679077148438, -79.3858337402344 43.6692810058594, -79.38720703125 43.6692810058594, -79.38720703125 43.6679077148438))",43.668,-79.387,43.669,-79.386,POINT(-79.38605 43.66823),43.668,-79.386,Toronto,,Ontario,Canada,CA-ON,0.03,4,2022-02-02,5.1
dpz2mjx,"POLYGON((-79.5753479003906 43.6679077148438, -79.573974609375 43.6679077148438, -79.573974609375 43.6692810058594, -79.5753479003906 43.6692810058594, -79.5753479003906 43.6679077148438))",43.668,-79.575,43.669,-79.574,POINT(-79.57446 43.66894),43.669,-79.574,Toronto,,Ontario,Canada,CA-ON,0.001,8,2022-02-02,5.1
dpz2kvw,"POLYGON((-79.5877075195312 43.6679077148438, -79.5863342285156 43.6679077148437, -79.5863342285156 43.6692810058594, -79.5877075195312 43.6692810058594, -79.5877075195312 43.6679077148438))",43.668,-79.588,43.669,-79.586,POINT(-79.58652 43.66868),43.669,-79.587,Toronto,,Ontario,Canada,CA-ON,0.001,3,2022-02-02,5.1
dpz2kvs,"POLYGON((-79.5904541015625 43.6679077148438, -79.5890808105469 43.6679077148438, -79.5890808105469 43.6692810058594, -79.5904541015625 43.6692810058594, -79.5904541015625 43.6679077148438))",43.668,-79.59,43.669,-79.589,POINT(-79.58966 43.66889),43.669,-79.59,Toronto,,Ontario,Canada,CA-ON,0.005,16,2022-02-02,5.1
dpz86td,"POLYGON((-79.3405151367188 43.6679077148438, -79.3391418457031 43.6679077148438, -79.3391418457031 43.6692810058594, -79.3405151367188 43.6692810058594, -79.3405151367188 43.6679077148438))",43.668,-79.341,43.669,-79.339,POINT(-79.34017 43.66837),43.668,-79.34,Toronto,,Ontario,Canada,CA-ON,0.005,3,2022-02-02,5.1
dpz2xsy,"POLYGON((-79.4668579101562 43.7077331542969, -79.4654846191406 43.7077331542969, -79.4654846191406 43.7091064453125, -79.4668579101562 43.7091064453125, -79.4668579101562 43.7077331542969))",43.708,-79.467,43.709,-79.465,POINT(-79.46588 43.70855),43.709,-79.466,Toronto,,Ontario,Canada,CA-ON,0.007,3,2022-02-02,5.1
dpz2tsz,"POLYGON((-79.5533752441406 43.7077331542969, -79.552001953125 43.7077331542969, -79.552001953125 43.7091064453125, -79.5533752441406 43.7091064453125, -79.5533752441406 43.7077331542969))",43.708,-79.553,43.709,-79.552,POINT(-79.55288 43.70896),43.709,-79.553,Toronto,,Ontario,Canada,CA-ON,0.03,476,2022-02-02,5.1
