,LATITUDE,LONGITUDE,PEDTYPE,PEDACT,PEDCOND,TRAFFCTL,LIGHT,VISIBILITY,RDSFCOND,TIME
0,43.594,-79.533,Vehicle is going straight thru inter.while ped cross without ROW,Crossing marked crosswalk without ROW,Inattentive,Traffic Signal,Daylight,Clear,Dry,1367.0
1,43.594,-79.533,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Dusk,Clear,Dry,1367.0
2,43.595,-79.528,<Null>,Other,Other,No Control,"Dark, artificial",Clear,Dry,1949.0
3,43.597,-79.522,Vehicle is reversing and hits pedestrian,Other,Normal,No Control,Daylight,Clear,Dry,600.0
4,43.598,-79.516,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Normal,Traffic Signal,Dark,Rain,Wet,1956.3333333333333
5,43.599,-79.544,Pedestrian hit a PXO/ped. Mid-block signal,Running onto Roadway,Inattentive,Pedestrian Crossover,Dark,Clear,Dry,1955.0
6,43.599,-79.525,Pedestrian hit at mid-block,Pushing/Working on Vehicle,Unknown,No Control,Daylight,Clear,Dry,1405.0
7,43.599,-79.508,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1850.0
8,43.6,-79.519,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive,No Control,"Dawn, artificial",Rain,Wet,707.0
9,43.6,-79.517,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1431.0
10,43.6,-79.506,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown,No Control,Daylight,Clear,Dry,1236.0
11,43.6,-79.504,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive,No Control,Daylight,Clear,Dry,1708.0
12,43.601,-79.507,Other / Undefined,Other,Normal,No Control,Dark,Clear,Dry,2301.0
13,43.601,-79.502,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing without right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1208.0
14,43.601,-79.501,Other / Undefined,"Crossing, no Traffic Control",Had Been Drinking,No Control,"Dark, artificial",Clear,Dry,2110.0
15,43.602,-79.499,Unknown,<Null>,<Null>,No Control,Daylight,Clear,Dry,1827.0
16,43.603,-79.554,Other / Undefined,Walking on Roadway Against Traffic,Had Been Drinking,No Control,Dark,Clear,Dry,6.0
17,43.603,-79.538,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,Daylight,Clear,Dry,801.0
18,43.603,-79.506,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,Traffic Signal,"Dark, artificial",Clear,Wet,1685.0
19,43.603,-79.506,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,Traffic Signal,Daylight,Clear,Wet,1685.0
20,43.604,-79.531,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,No Control,Daylight,Clear,Dry,1605.0
21,43.606,-79.547,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1137.0
22,43.608,-79.556,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Dark,Clear,Dry,1940.0
23,43.61,-79.561,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Dry,1821.0
24,43.61,-79.561,Unknown,<Null>,<Null>,Traffic Signal,Dark,Rain,Wet,1821.0
25,43.61,-79.495,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Stop Sign,Daylight,Clear,Dry,1409.0
26,43.611,-79.489,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Had Been Drinking,Traffic Signal,Dark,Clear,Dry,1725.0
27,43.612,-79.496,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,Traffic Signal,"Dark, artificial",Clear,Dry,1830.0
28,43.612,-79.491,Unknown,Other,"Ability Impaired, Alcohol",Stop Sign,Dark,Rain,Wet,200.0
29,43.613,-79.56,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Dark,Clear,Dry,1835.0
30,43.614,-79.556,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Dark,Rain,Wet,2107.0
31,43.614,-79.523,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,Daylight,Clear,Dry,1640.0
32,43.614,-79.494,Pedestrian hit at mid-block,Walking on Roadway with Traffic,Normal,Stop Sign,Daylight,Clear,Dry,700.0
33,43.614,-79.492,Pedestrian hit at mid-block,Other,Normal,No Control,Daylight,Clear,Dry,1440.0
34,43.615,-79.49,Vehicle hits the pedestrian walking or running out from between parked vehicles at mid-block,Coming From Behind Parked Vehicle,Normal,No Control,Daylight,Clear,Dry,1550.0
35,43.617,-79.498,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1264.75
36,43.618,-79.537,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Dry,1314.0
37,43.618,-79.524,Pedestrian hit at mid-block,Running onto Roadway,Unknown,No Control,Dark,Rain,Wet,2048.0
38,43.618,-79.506,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,No Control,"Dark, artificial",Clear,Dry,2040.0
39,43.618,-79.486,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Medical or Physical Disability,Stop Sign,Daylight,Clear,Dry,800.0
40,43.619,-79.553,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1914.0
41,43.619,-79.532,Pedestrian hit at mid-block,Running onto Roadway,Had Been Drinking,No Control,"Dark, artificial",Clear,Dry,510.0
42,43.619,-79.499,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,"Dark, artificial",Clear,Dry,2005.0
43,43.619,-79.496,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive,No Control,Daylight,Clear,Dry,1530.0
44,43.62,-79.527,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,No Control,"Dark, artificial",Clear,Dry,147.0
45,43.62,-79.5,Pedestrian hit at mid-block,Running onto Roadway,Inattentive,No Control,Daylight,Clear,Dry,733.0
46,43.62,-79.5,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Other,Had Been Drinking,No Control,"Dark, artificial",Clear,Dry,733.0
47,43.62,-79.483,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,No Control,Daylight,Clear,Dry,1210.0
48,43.621,-79.545,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Dry,1222.0
49,43.622,-79.481,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Had Been Drinking,Traffic Signal,"Dark, artificial",Clear,Dry,2240.0
50,43.623,-79.514,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1210.0
51,43.623,-79.483,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,"Dark, artificial",Clear,Dry,1837.0
52,43.623,-79.481,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Dry,736.0
53,43.624,-79.515,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Stop Sign,Daylight,Strong wind,Wet,730.0
54,43.624,-79.511,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1755.0
55,43.624,-79.508,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Inattentive,Stop Sign,Daylight,Rain,Wet,1455.0
56,43.625,-79.528,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dusk, artificial",Clear,Dry,2318.0
57,43.625,-79.495,<Null>,Other,<Null>,No Control,"Dark, artificial",Clear,Dry,115.0
58,43.626,-79.526,Pedestrian hit at mid-block,Walking on Roadway with Traffic,Normal,No Control,"Dark, artificial",Clear,Loose Sand or Gravel,1728.0
59,43.627,-79.562,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,828.0
60,43.627,-79.542,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown,No Control,"Dark, artificial",Clear,Wet,1810.0
61,43.628,-79.554,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown,Traffic Signal,Daylight,Clear,Dry,1025.0
62,43.628,-79.503,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Dry,1143.5
63,43.628,-79.503,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Normal,No Control,Daylight,Clear,Dry,1143.5
64,43.628,-79.491,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking,No Control,"Dark, artificial",Clear,Wet,237.0
65,43.629,-79.49,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Normal,Traffic Signal,Daylight,Clear,Dry,1130.0
66,43.63,-79.482,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Traffic Signal,Dark,Clear,Dry,2320.0
67,43.63,-79.481,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Dry,1540.0
68,43.631,-79.576,Pedestrian hit at mid-block,Other,Normal,No Control,Daylight,Clear,Dry,1215.0
69,43.631,-79.575,Vehicle turns left while ped crosses without ROW at inter.,"Crossing, no Traffic Control",Inattentive,No Control,Daylight,Clear,Dry,1910.0
70,43.631,-79.552,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown,Traffic Signal,Dark,Rain,Wet,1740.0
71,43.631,-79.531,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Rain,Wet,502.0
72,43.632,-79.544,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Controller,Daylight,Clear,Dry,1949.0
73,43.632,-79.543,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Other,No Control,Daylight,Clear,Dry,849.0
74,43.632,-79.531,Pedestrian hit at mid-block,Walking on Roadway with Traffic,Unknown,No Control,Dark,Clear,Dry,202.0
75,43.632,-79.429,Pedestrian hit at mid-block,Person Getting on/off Vehicle,Had Been Drinking,No Control,"Dark, artificial",Clear,Other,233.0
76,43.633,-79.57,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Clear,Dry,1791.0
77,43.633,-79.57,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1791.0
78,43.633,-79.57,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown,Traffic Signal,"Dark, artificial",Clear,Dry,1791.0
79,43.633,-79.57,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown,Traffic Signal,"Dark, artificial",Rain,Wet,1791.0
80,43.633,-79.434,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Rain,Wet,2145.0
81,43.634,-79.471,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,No Control,Dark,Rain,Wet,122.0
82,43.634,-79.437,Pedestrian hit at mid-block,Other,Unknown,No Control,Dark,Rain,Wet,2208.0
83,43.634,-79.408,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown,Traffic Signal,"Dark, artificial",Clear,Dry,2355.0
84,43.635,-79.563,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,No Control,Daylight,Clear,Dry,1354.0
85,43.635,-79.403,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Unknown,Traffic Signal,"Dark, artificial",Clear,Dry,1958.0
86,43.635,-79.397,Pedestrian hit at private driveway,On Sidewalk or Shoulder,Inattentive,No Control,Daylight,Clear,Dry,1555.0
87,43.636,-79.567,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,No Control,Daylight,Clear,Dry,1115.0
88,43.636,-79.54,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1384.5
89,43.636,-79.54,Vehicle turns left while ped crosses without ROW at inter.,Running onto Roadway,Inattentive,Traffic Signal,Daylight,Clear,Dry,1384.5
90,43.636,-79.475,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,"Dusk, artificial",Clear,Dry,1828.0
91,43.636,-79.472,Vehicle is reversing and hits pedestrian,Other,Normal,No Control,Daylight,Clear,Dry,1015.0
92,43.636,-79.446,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Inattentive,No Control,Dark,Clear,Dry,215.0
93,43.636,-79.435,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Dry,1645.0
94,43.636,-79.4,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Had Been Drinking,No Control,"Dark, artificial",Rain,Wet,2220.0
95,43.636,-79.399,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Dark,Clear,Dry,2231.0
96,43.637,-79.537,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Stop Sign,"Dark, artificial",Clear,Wet,725.0
97,43.637,-79.469,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Walking on Roadway with Traffic,Inattentive,No Control,"Daylight, artificial",Rain,Wet,622.0
98,43.637,-79.447,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Running onto Roadway,Unknown,Traffic Signal,Daylight,Clear,Dry,1643.0
99,43.637,-79.446,Pedestrian hit at mid-block,Other,Other,No Control,Daylight,Clear,Dry,1721.0
100,43.637,-79.446,Pedestrian hit at mid-block,Other,Unknown,No Control,"Dark, artificial",Clear,Dry,1721.0
101,43.637,-79.436,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,Dusk,Clear,Dry,1745.0
102,43.637,-79.435,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Dawn,Rain,Wet,924.6666666666666
103,43.637,-79.435,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,924.6666666666666
104,43.637,-79.435,Vehicle turns right while ped crosses without ROW at inter.,Crossing without right of way,Normal,Traffic Signal,Daylight,Clear,Dry,924.6666666666666
105,43.637,-79.434,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Unknown,Pedestrian Crossover,"Dark, artificial",Clear,Dry,1457.5
106,43.637,-79.434,Vehicle is reversing and hits pedestrian,Other,Normal,No Control,Daylight,Clear,Dry,1457.5
107,43.637,-79.433,Vehicle is going straight thru inter.while ped cross without ROW,Other,Inattentive,Traffic Signal,"Dark, artificial",Clear,Dry,1844.0
108,43.637,-79.431,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Running onto Roadway,Had Been Drinking,No Control,Daylight,Clear,Dry,1418.0
109,43.637,-79.419,<Null>,<Null>,Inattentive,Traffic Signal,"Dark, artificial",Clear,Wet,1.0
110,43.637,-79.397,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1335.0
111,43.637,-79.395,Pedestrian hit at mid-block,Walking on Roadway Against Traffic,Other,No Control,Dark,Clear,Dry,110.0
112,43.637,-79.39,Pedestrian hit at mid-block,Playing or Working on Highway,Inattentive,Traffic Controller,Daylight,Clear,Dry,1407.0
113,43.638,-79.537,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,No Control,Daylight,Clear,Dry,775.0
114,43.638,-79.537,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,775.0
115,43.638,-79.436,Pedestrian hit at mid-block,Running onto Roadway,Inattentive,No Control,Daylight,Clear,Dry,1525.0
116,43.638,-79.428,Vehicle turns left while ped crosses without ROW at inter.,Crossing with right of way,Normal,No Control,Daylight,Clear,Dry,945.0
117,43.638,-79.427,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1583.5
118,43.638,-79.427,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Inattentive,Traffic Signal,"Dark, artificial",Rain,Wet,1583.5
119,43.639,-79.46,Pedestrian hit at mid-block,"Crossing, no Traffic Control","Ability Impaired, Alcohol",No Control,"Dark, artificial",Clear,Dry,2226.0
120,43.639,-79.456,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking,No Control,Dark,Snow,Dry,1855.0
121,43.639,-79.451,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1452.0
122,43.639,-79.45,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,"Dark, artificial",Clear,Dry,636.0
123,43.639,-79.448,Vehicle hits the pedestrian walking or running out from between parked vehicles at mid-block,Coming From Behind Parked Vehicle,Normal,No Control,Daylight,Clear,Dry,1320.0
124,43.639,-79.442,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown,No Control,Daylight,Clear,Dry,1840.0
125,43.639,-79.439,<Null>,<Null>,<Null>,No Control,Dark,Snow,Loose Snow,35.0
126,43.639,-79.424,Vehicle is going straight thru inter.while ped cross with ROW,Person Getting on/off Vehicle,Normal,Streetcar (Stop for),"Dark, artificial",Rain,Wet,1726.0
127,43.639,-79.381,Pedestrian hit at mid-block,Running onto Roadway,Inattentive,No Control,"Dark, artificial",Clear,Dry,1867.5
128,43.639,-79.381,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Inattentive,No Control,Daylight,Clear,Dry,1867.5
129,43.639,-79.38,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1230.6
130,43.64,-79.557,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown,No Control,Daylight,Clear,Dry,1300.0
131,43.64,-79.539,Unknown,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Dry,1750.0
132,43.64,-79.454,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Had Been Drinking,Traffic Signal,Daylight,Clear,Dry,1948.0
133,43.64,-79.438,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,No Control,Dark,Clear,Dry,2230.0
134,43.64,-79.437,Pedestrian hit at mid-block,Other,Had Been Drinking,No Control,Dark,Rain,Wet,1447.0
